StockCode,avg_daily_demand,demand_std,total_units_sold,safety_stock,reorder_point,recommended_order_qty
23035,2.99,15.41,2209,67.28,88.2,89.68
23036,0.25,6.75,185,29.48,31.23,7.51
23037,0.27,5.57,196,24.31,26.17,7.96
23038,0.06,5.42,44,23.68,24.1,1.79
23039,0.27,5.77,199,25.18,27.06,8.08
23040,0.34,17.95,253,78.36,80.76,10.27
23041,0.37,5.1,272,22.24,24.82,11.04
23042,0.14,3.88,103,16.93,17.91,4.18
23043,0.11,3.59,81,15.68,16.44,3.29
23044,0.14,4.05,104,17.7,18.68,4.22
23045,0.16,6.22,118,27.16,28.28,4.79
23046,0.47,39.61,349,172.93,176.23,14.17
23047,0.08,1.14,58,4.99,5.54,2.35
23048,0.79,19.56,581,85.4,90.9,23.59
23049,0.62,2.03,456,8.87,13.19,18.51
23050,0.67,2.14,497,9.34,14.05,20.18
23051,0.49,2.01,365,8.76,12.22,14.82
23052,0.88,2.03,654,8.87,15.06,26.55
23053,0.49,2.37,365,10.35,13.81,14.82
23054,0.4,1.55,297,6.76,9.57,12.06
23055,0.89,33.54,658,146.43,152.67,26.71
23056,1.31,55.83,966,243.71,252.86,39.22
23057,1.05,31.35,776,136.85,144.2,31.5
23058,0.66,7.52,490,32.82,37.46,19.89
23060,0.34,4.44,249,19.36,21.72,10.11
23061,1.4,6.97,1033,30.43,40.21,41.94
23064,0.3,22.61,221,98.72,100.82,8.97
23065,0.37,5.27,274,23.02,25.62,11.12
23066,0.35,5.58,259,24.37,26.82,10.51
23067,0.4,3.27,297,14.28,17.1,12.06
23068,1.1,7.7,813,33.6,41.3,33.0
23069,0.12,1.42,90,6.2,7.05,3.65
23070,0.22,2.48,160,10.82,12.34,6.5
23071,0.43,31.15,319,136.0,139.02,12.95
23072,0.45,32.07,334,139.99,143.15,13.56
23073,0.19,3.67,144,16.02,17.38,5.85
23074,0.34,6.74,250,29.42,31.79,10.15
23075,0.65,6.87,477,30.01,34.53,19.36
23076,10.96,28.75,8100,125.5,202.23,328.82
23077,14.09,41.14,10415,179.59,278.25,422.8
23078,9.24,27.43,6831,119.72,184.43,277.31
23079,0.34,2.51,253,10.94,13.33,10.27
23080,1.46,9.96,1079,43.47,53.69,43.8
23081,0.65,6.42,484,28.03,32.61,19.65
23082,3.16,11.89,2333,51.93,74.03,94.71
23083,2.62,12.08,1933,52.71,71.02,78.47
23084,41.66,125.6,30788,548.28,839.92,1249.85
23085,0.52,6.1,381,26.64,30.25,15.47
23086,1.66,48.57,1228,212.03,223.66,49.85
23087,1.17,18.18,868,79.37,87.59,35.24
23088,1.08,7.1,795,31.01,38.54,32.27
23089,3.19,27.5,2355,120.03,142.34,95.6
23090,3.03,21.2,2238,92.56,113.76,90.85
23091,0.8,3.12,591,13.61,19.21,23.99
23092,0.71,11.34,525,49.5,54.48,21.31
23093,1.27,12.68,941,55.37,64.29,38.2
23094,0.21,1.74,152,7.59,9.03,6.17
23096,1.42,10.9,1047,47.6,57.51,42.5
23099,0.19,1.7,137,7.4,8.7,5.56
23100,2.94,9.82,2169,42.85,63.39,88.05
23101,2.76,11.73,2037,51.2,70.49,82.69
23102,1.74,10.64,1288,46.46,58.66,52.29
23103,5.52,12.82,4080,55.97,94.62,165.63
23104,0.16,3.84,118,16.76,17.88,4.79
23106,0.39,3.94,291,17.22,19.98,11.81
23107,0.49,3.64,359,15.89,19.29,14.57
23108,3.01,22.54,2221,98.41,119.45,90.16
23109,3.25,13.94,2401,60.87,83.61,97.47
23110,0.95,3.26,702,14.24,20.89,28.5
23111,0.42,2.33,312,10.19,13.14,12.67
23112,0.74,2.12,547,9.26,14.44,22.21
23113,1.56,102.28,1154,446.51,457.44,46.85
23114,0.2,5.42,149,23.67,25.08,6.05
23115,0.21,5.5,155,24.03,25.5,6.29
23116,0.11,7.27,78,31.75,32.49,3.17
23117,0.13,1.45,93,6.34,7.22,3.78
23118,1.1,6.77,813,29.55,37.25,33.0
23119,3.09,30.45,2283,132.93,154.56,92.68
23120,2.32,38.48,1716,167.99,184.25,69.66
23121,3.39,51.07,2506,222.94,246.67,101.73
23122,3.05,54.7,2253,238.79,260.13,91.46
23123,1.27,21.54,936,94.02,102.89,38.0
23124,0.77,26.56,567,115.94,121.31,23.02
23125,0.62,48.25,459,210.63,214.97,18.63
23126,1.51,4.53,1114,19.79,30.34,45.22
23127,1.0,3.92,737,17.12,24.1,29.92
23128,0.61,3.85,453,16.82,21.11,18.39
23129,1.29,8.65,950,37.74,46.74,38.57
23130,1.3,7.55,962,32.95,42.06,39.05
23131,1.28,23.39,943,102.12,111.06,38.28
23132,1.4,18.5,1034,80.76,90.55,41.98
23133,1.06,15.02,782,65.57,72.98,31.75
23134,1.44,71.19,1065,310.78,320.87,43.23
23135,2.09,86.79,1541,378.89,393.49,62.56
23136,0.18,2.17,135,9.49,10.77,5.48
23137,0.11,4.94,83,21.58,22.36,3.37
23138,1.2,26.9,884,117.45,125.82,35.89
23139,0.56,45.68,415,199.43,203.36,16.85
23140,0.25,4.38,182,19.13,20.85,7.39
23141,0.11,3.08,79,13.44,14.18,3.21
23142,0.16,7.45,121,32.54,33.69,4.91
23143,0.04,1.2,30,5.26,5.54,1.22
23144,6.89,28.99,5089,126.55,174.75,206.59
23145,2.82,12.17,2084,53.14,72.88,84.6
23146,1.08,3.26,801,14.25,21.83,32.52
23147,2.53,5.1,1870,22.28,40.0,75.91
23148,2.9,6.52,2144,28.46,48.77,87.04
23149,0.13,2.69,99,11.73,12.66,4.02
23150,0.2,2.31,148,10.1,11.5,6.01
23151,0.08,2.65,62,11.56,12.15,2.52
23152,0.76,4.48,558,19.58,24.86,22.65
23153,0.36,2.76,263,12.04,14.53,10.68
23154,3.7,21.36,2732,93.26,119.14,110.91
23155,3.02,19.05,2233,83.14,104.3,90.65
23156,2.26,14.98,1672,65.41,81.24,67.88
23157,3.48,32.8,2570,143.21,167.55,104.33
23158,3.57,19.14,2635,83.56,108.52,106.97
23159,3.14,17.98,2321,78.5,100.49,94.22
23160,1.98,23.98,1462,104.71,118.55,59.35
23161,2.32,24.33,1715,106.2,122.45,69.62
23162,1.91,12.59,1412,54.94,68.32,57.32
23163,2.48,13.11,1832,57.25,74.6,74.37
23164,0.78,9.96,578,43.47,48.95,23.46
23165,4.22,17.55,3118,76.61,106.15,126.58
23166,105.59,4692.9,78033,20486.78,21225.93,3167.78
23167,7.91,95.25,5847,415.83,471.22,237.36
23168,4.45,13.88,3292,60.58,91.77,133.64
23169,2.11,5.51,1558,24.07,38.83,63.25
23170,9.29,41.32,6869,180.37,245.44,278.85
23171,8.45,53.46,6247,233.38,292.56,253.6
23172,5.24,16.17,3871,70.6,107.26,157.14
23173,3.75,32.51,2770,141.94,168.17,112.45
23174,4.14,44.34,3057,193.57,222.53,124.1
23175,4.28,43.94,3164,191.82,221.79,128.44
23176,2.93,31.1,2167,135.77,156.29,87.97
23177,3.43,39.59,2535,172.84,196.85,102.91
23178,0.45,8.57,330,37.39,40.52,13.4
23179,0.44,10.95,324,47.8,50.86,13.15
23180,0.17,1.95,122,8.51,9.66,4.95
23181,0.27,2.27,201,9.9,11.8,8.16
23182,5.11,12.17,3777,53.13,88.91,153.33
23183,0.31,2.05,226,8.95,11.09,9.17
23184,1.18,4.92,874,21.49,29.77,35.48
23185,0.44,8.11,323,35.4,38.46,13.11
23186,2.68,38.68,1982,168.85,187.62,80.46
23187,3.16,25.44,2338,111.04,133.18,94.91
23188,4.7,15.68,3473,68.43,101.33,140.99
23189,1.69,13.71,1249,59.84,71.67,50.7
23190,2.3,12.85,1702,56.12,72.24,69.09
23191,3.0,9.53,2218,41.62,62.63,90.04
23192,4.78,18.04,3533,78.75,112.22,143.42
23193,2.61,43.22,1930,188.68,206.96,78.35
23194,2.49,30.3,1839,132.28,149.7,74.65
23196,2.54,8.45,1876,36.87,54.64,76.16
23197,2.02,10.04,1492,43.84,57.97,60.57
23198,4.53,9.85,3346,43.02,74.71,135.83
23199,20.19,35.5,14920,154.96,296.28,605.68
23200,9.57,24.1,7071,105.22,172.2,287.05
23201,18.1,32.53,13379,142.01,268.74,543.13
23202,14.83,23.17,10962,101.16,205.0,445.01
23203,27.74,37.17,20503,162.25,356.46,832.33
23204,10.79,26.07,7976,113.8,189.35,323.79
23205,7.93,23.79,5859,103.85,159.35,237.85
23206,16.49,21.99,12183,96.01,211.41,494.57
23207,10.62,23.92,7851,104.43,178.8,318.71
23208,8.58,14.47,6342,63.18,123.25,257.46
23209,17.85,18.15,13189,79.23,204.16,535.41
23210,3.93,21.59,2902,94.23,121.72,117.81
23211,3.15,23.88,2331,104.26,126.34,94.63
23212,3.11,21.41,2300,93.45,115.24,93.37
23213,2.28,17.62,1683,76.93,92.87,68.32
23214,1.07,7.35,794,32.07,39.6,32.23
23215,4.83,53.4,3567,233.11,266.89,144.8
23216,0.71,21.85,525,95.37,100.34,21.31
23217,1.77,25.05,1309,109.35,121.75,53.14
23218,0.51,14.07,379,61.41,65.0,15.39
23219,0.58,7.17,430,31.31,35.38,17.46
23220,1.35,15.85,994,69.21,78.63,40.35
23221,2.08,14.58,1537,63.65,78.21,62.4
23222,1.08,17.21,799,75.14,82.71,32.44
23223,1.09,8.95,803,39.08,46.69,32.6
23224,1.0,18.25,738,79.69,86.68,29.96
23225,1.83,26.66,1356,116.38,129.22,55.05
23226,1.69,12.12,1247,52.9,64.71,50.62
23227,2.22,17.87,1642,78.01,93.57,66.66
23228,2.02,17.71,1492,77.31,91.44,60.57
23229,2.53,14.04,1869,61.29,78.99,75.87
23230,10.83,35.58,8001,155.32,231.11,324.8
23231,9.85,19.47,7277,84.99,153.92,295.41
23232,11.67,48.24,8626,210.59,292.3,350.18
23233,7.0,49.9,5175,217.84,266.86,210.08
23234,2.33,13.78,1725,60.15,76.49,70.03
23235,1.0,11.76,739,51.35,58.35,30.0
23236,3.4,15.67,2509,68.4,92.17,101.85
23237,1.43,9.95,1054,43.45,53.44,42.79
23238,2.52,12.24,1862,53.42,71.06,75.59
23239,1.15,8.07,853,35.21,43.29,34.63
23240,5.66,16.4,4186,71.61,111.26,169.93
23241,2.96,13.89,2184,60.66,81.35,88.66
23242,2.0,16.02,1476,69.94,83.92,59.92
23243,6.5,69.09,4805,301.59,347.11,195.06
23244,1.27,14.59,936,63.71,72.57,38.0
23245,8.6,25.07,6357,109.44,169.66,258.06
23247,2.99,15.89,2206,69.36,90.26,89.55
23249,1.16,11.58,854,50.57,58.66,34.67
23250,1.6,11.09,1179,48.41,59.57,47.86
23251,2.32,19.7,1713,86.0,102.22,69.54
23252,0.82,6.01,607,26.22,31.97,24.64
23253,0.35,5.48,258,23.91,26.35,10.47
23254,2.31,13.44,1710,58.66,74.86,69.42
23255,1.37,13.27,1015,57.94,67.56,41.2
23256,2.86,11.28,2115,49.23,69.26,85.86
23263,5.27,9.44,3893,41.21,78.08,158.04
23264,2.66,6.15,1966,26.84,45.47,79.81
23265,2.41,5.74,1784,25.06,41.95,72.42
23266,2.79,6.2,2064,27.05,46.6,83.79
23267,1.63,12.02,1202,52.48,63.87,48.8
23268,1.96,45.22,1448,197.4,211.11,58.78
23269,1.06,12.18,786,53.16,60.61,31.91
23270,1.6,18.83,1183,82.2,93.4,48.02
23271,2.35,18.6,1734,81.21,97.64,70.39
23272,0.49,6.51,364,28.42,31.87,14.78
23273,1.31,5.87,969,25.61,34.79,39.34
23274,1.6,12.05,1183,52.62,63.83,48.02
23275,5.07,26.06,3749,113.76,149.27,152.19
23280,2.74,27.56,2024,120.32,139.49,82.17
23281,1.73,30.06,1280,131.21,143.33,51.96
23282,1.1,9.69,812,42.3,49.99,32.96
23283,1.35,9.68,994,42.25,51.67,40.35
23284,7.43,27.33,5491,119.3,171.32,222.91
23285,6.5,151.08,4807,659.55,705.08,195.14
23286,6.83,134.83,5048,588.6,636.41,204.93
23287,2.56,16.53,1891,72.16,90.08,76.77
23288,6.26,153.3,4625,669.21,713.02,187.75
23289,2.19,18.26,1622,79.72,95.08,65.85
23290,3.3,25.31,2437,110.5,133.58,98.93
23291,2.21,18.11,1635,79.04,94.53,66.37
23292,2.95,20.01,2182,87.34,108.01,88.58
23293,11.48,34.56,8486,150.86,231.25,344.49
23294,5.98,31.13,4420,135.89,177.76,179.43
23295,8.31,32.63,6140,142.44,200.6,249.26
23296,6.74,31.71,4981,138.42,185.6,202.21
23297,5.82,61.84,4303,269.94,310.7,174.68
23298,11.47,15.74,8473,68.73,148.98,343.96
23299,1.37,11.84,1015,51.71,61.32,41.2
23300,9.24,30.33,6827,132.41,197.08,277.14
23301,11.94,17.76,8825,77.53,161.12,358.25
23302,2.09,21.04,1544,91.86,106.48,62.68
23303,0.09,7.6,65,33.18,33.8,2.64
23304,0.1,4.73,71,20.64,21.32,2.88
23305,0.11,7.13,82,31.13,31.91,3.33
23306,3.8,19.56,2808,85.41,112.01,113.99
23307,16.32,43.76,12063,191.01,305.28,489.7
23308,8.32,37.53,6151,163.85,222.12,249.7
23309,11.27,53.84,8332,235.03,313.95,338.24
23310,16.31,61.81,12050,269.85,383.99,489.17
23311,3.23,6.02,2390,26.29,48.93,97.02
23312,1.93,12.15,1424,53.06,66.55,57.81
23313,4.06,13.64,2997,59.54,87.93,121.66
23314,0.55,9.16,409,39.99,43.86,16.6
23315,0.29,3.17,213,13.85,15.87,8.65
23316,0.34,2.34,251,10.21,12.59,10.19
23317,0.24,1.94,174,8.48,10.13,7.06
23318,5.16,19.3,3811,84.27,120.37,154.71
23319,5.06,17.55,3739,76.61,112.03,151.79
23320,3.61,8.84,2668,38.61,63.88,108.31
23321,6.41,12.04,4737,52.56,97.43,192.3
23322,4.17,9.1,3085,39.71,68.93,125.24
23323,1.99,5.4,1473,23.55,37.51,59.8
23324,0.54,10.11,399,44.13,47.91,16.2
23325,0.63,12.79,462,55.85,60.23,18.76
23326,4.66,61.84,3443,269.96,302.57,139.77
23327,2.35,53.74,1734,234.59,251.01,70.39
23328,3.85,14.09,2845,61.49,88.44,115.49
23329,2.41,7.92,1778,34.57,51.41,72.18
23330,2.44,9.63,1804,42.04,59.13,73.23
23331,2.16,18.93,1596,82.65,97.77,64.79
23332,2.81,7.38,2076,32.23,51.89,84.28
23333,2.86,8.45,2110,36.89,56.88,85.66
23334,3.07,21.68,2271,94.63,116.14,92.19
23335,0.51,6.93,378,30.24,33.83,15.35
23336,0.31,2.47,226,10.76,12.91,9.17
23337,0.24,2.1,180,9.18,10.88,7.31
23338,0.58,6.85,431,29.88,33.97,17.5
23339,0.24,2.15,175,9.39,11.04,7.1
23340,3.4,47.54,2512,207.56,231.35,101.98
23341,0.42,3.77,308,16.45,19.37,12.5
23342,0.51,3.09,375,13.48,17.04,15.22
23343,8.23,25.9,6081,113.07,170.67,246.86
23344,13.95,31.56,10306,137.76,235.38,418.38
23345,3.32,48.54,2455,211.91,235.16,99.66
23346,3.56,48.37,2632,211.14,236.07,106.85
23347,1.16,22.64,860,98.84,106.98,34.91
23348,1.01,5.86,750,25.57,32.68,30.45
23349,4.37,12.74,3231,55.62,86.23,131.16
23350,3.68,11.87,2721,51.8,77.58,110.46
23351,4.79,11.8,3539,51.53,85.05,143.67
23352,2.44,8.81,1803,38.44,55.52,73.19
23353,5.43,17.78,4016,77.63,115.67,163.03
23354,5.06,15.38,3743,67.15,102.6,151.95
23355,7.9,17.01,5841,74.24,129.57,237.12
23356,3.23,12.86,2386,56.15,78.75,96.86
23357,0.61,5.64,453,24.63,28.92,18.39
23358,0.81,7.19,595,31.37,37.0,24.15
23359,1.34,11.54,993,50.37,59.78,40.31
23360,1.61,15.97,1187,69.72,80.97,48.19
23365,2.52,22.4,1859,97.77,115.38,75.47
23366,3.05,29.81,2253,130.14,151.48,91.46
23367,4.45,25.88,3285,113.0,144.11,133.36
23368,3.22,26.5,2382,115.67,138.23,96.7
23369,1.5,20.81,1105,90.84,101.3,44.86
23370,2.1,18.97,1555,82.82,97.55,63.13
23371,2.32,19.56,1712,85.37,101.59,69.5
23372,1.88,20.66,1391,90.2,103.38,56.47
23373,2.18,27.57,1608,120.37,135.6,65.28
23374,3.32,33.34,2456,145.55,168.82,99.7
23375,1.83,19.91,1352,86.92,99.73,54.88
23376,4.13,39.02,3051,170.32,199.22,123.86
23377,1.83,10.0,1354,43.65,56.47,54.97
23378,5.42,51.35,4003,224.18,262.1,162.5
23379,1.65,49.27,1220,215.07,226.62,49.53
23380,3.17,41.73,2344,182.16,204.36,95.16
23381,2.04,47.1,1509,205.61,219.9,61.26
23382,2.54,21.98,1875,95.94,113.7,76.12
23388,1.12,12.35,825,53.91,61.72,33.49
23389,1.52,11.5,1122,50.22,60.85,45.55
23390,1.02,11.8,751,51.52,58.63,30.49
23391,0.53,8.23,390,35.94,39.63,15.83
23392,0.9,13.27,667,57.93,64.25,27.08
23393,1.09,2.87,807,12.51,20.15,32.76
23394,0.59,2.63,438,11.47,15.61,17.78
23395,1.03,4.26,761,18.59,25.8,30.89
23396,0.9,3.94,662,17.19,23.46,26.87
23397,0.66,3.33,489,14.52,19.15,19.85
23398,0.83,9.35,610,40.81,46.59,24.76
23399,2.6,8.07,1922,35.25,53.46,78.02
23400,0.62,15.07,461,65.8,70.17,18.71
23401,0.62,18.33,459,80.0,84.35,18.63
23402,0.4,6.24,297,27.23,30.05,12.06
23403,0.85,14.42,626,62.93,68.86,25.41
23404,1.37,16.15,1011,70.48,80.06,41.04
23405,0.34,3.33,254,14.54,16.94,10.31
23406,0.62,15.72,457,68.63,72.96,18.55
23407,0.36,1.67,267,7.27,9.8,10.84
23408,0.42,2.42,310,10.56,13.49,12.58
23409,0.29,2.8,215,12.24,14.27,8.73
23410,0.05,1.24,36,5.4,5.74,1.46
23411,0.31,6.94,227,30.28,32.43,9.22
23412,0.48,12.87,358,56.19,59.58,14.53
23413,0.24,2.85,177,12.44,14.11,7.19
23414,0.19,2.08,141,9.08,10.41,5.72
23415,0.44,6.51,328,28.4,31.51,13.32
23416,0.18,5.99,132,26.15,27.4,5.36
23417,0.2,5.68,146,24.79,26.17,5.93
23418,0.76,9.7,558,42.34,47.63,22.65
23419,0.64,6.86,474,29.93,34.42,19.24
23420,0.22,4.88,165,21.3,22.87,6.7
23421,0.22,4.87,162,21.28,22.81,6.58
23422,0.29,4.82,213,21.03,23.05,8.65
23423,0.3,2.72,219,11.87,13.94,8.89
23424,0.63,3.54,466,15.44,19.86,18.92
23425,0.37,3.75,275,16.38,18.99,11.16
23426,1.73,12.72,1277,55.51,67.61,51.84
23427,0.32,5.49,238,23.99,26.24,9.66
23428,0.1,1.95,77,8.5,9.23,3.13
23429,0.06,1.07,47,4.65,5.09,1.91
23430,0.05,1.24,36,5.4,5.74,1.46
23431,1.97,64.7,1454,282.44,296.21,59.03
23432,1.73,18.71,1278,81.67,93.78,51.88
23433,1.7,9.14,1258,39.88,51.8,51.07
23434,2.85,15.79,2105,68.92,88.85,85.45
23435,1.12,20.08,827,87.66,95.49,33.57
23436,2.68,40.79,1979,178.08,196.82,80.34
23437,2.62,34.89,1939,152.32,170.69,78.71
23438,2.47,37.69,1823,164.54,181.8,74.01
23439,5.45,18.43,4027,80.48,118.62,163.48
23440,0.22,62.33,164,272.09,273.64,6.66
23441,0.03,4.62,22,20.16,20.37,0.89
23442,0.06,3.85,42,16.82,17.22,1.71
23444,0.11,0.0,79,0.0,0.75,3.21
23445,3.64,31.87,2688,139.13,164.59,109.12
23446,0.21,79.58,157,347.39,348.88,6.37
23447,0.21,69.86,158,304.97,306.47,6.41
23448,0.03,6.35,25,27.72,27.96,1.01
23451,0.38,4.57,278,19.97,22.6,11.29
23452,0.7,4.18,518,18.24,23.15,21.03
23453,0.44,4.59,324,20.02,23.09,13.15
23454,0.24,3.54,179,15.44,17.14,7.27
23455,0.28,7.84,207,34.24,36.2,8.4
23456,0.21,4.58,158,20.0,21.5,6.41
23457,0.15,4.36,113,19.04,20.11,4.59
23458,0.07,0.47,51,2.03,2.52,2.07
23459,0.04,0.45,33,1.98,2.29,1.34
23460,0.15,4.64,108,20.24,21.26,4.38
23461,1.16,59.75,857,260.84,268.96,34.79
23462,0.11,1.31,80,5.71,6.46,3.25
23463,0.02,0.52,13,2.26,2.38,0.53
23464,0.02,1.49,18,6.5,6.67,0.73
23465,0.04,0.98,29,4.28,4.56,1.18
23466,0.07,1.53,55,6.68,7.21,2.23
23467,0.04,2.17,32,9.45,9.76,1.3
23468,0.03,0.9,19,3.95,4.13,0.77
23469,0.45,8.41,332,36.7,39.85,13.48
23470,0.31,4.21,232,18.39,20.59,9.42
23471,0.09,2.16,66,9.45,10.07,2.68
23472,0.08,1.29,59,5.62,6.18,2.4
23473,0.92,25.97,679,113.36,119.79,27.56
23474,0.42,6.91,312,30.16,33.12,12.67
23475,0.39,5.58,286,24.38,27.09,11.61
23476,0.28,4.55,205,19.86,21.81,8.32
23477,0.12,5.56,92,24.27,25.14,3.73
23478,0.39,51.36,285,224.21,226.91,11.57
23479,0.15,2.69,114,11.76,12.84,4.63
23480,2.44,17.38,1800,75.88,92.93,73.07
23481,0.31,7.49,228,32.68,34.84,9.26
23482,0.57,23.05,418,100.63,104.58,16.97
23483,1.81,22.02,1340,96.12,108.81,54.4
23484,0.25,5.49,185,23.96,25.71,7.51
23485,0.35,13.04,262,56.93,59.41,10.64
23486,0.37,17.31,275,75.55,78.16,11.16
23487,0.11,1.5,80,6.54,7.3,3.25
23489,1.24,5.29,913,23.11,31.76,37.06
23490,0.74,5.38,548,23.49,28.68,22.25
23491,0.31,2.41,228,10.53,12.69,9.26
23492,0.1,2.46,76,10.75,11.47,3.09
23493,5.37,17.96,3970,78.41,116.02,161.16
23494,1.1,5.85,813,25.55,33.26,33.0
23495,0.3,6.19,225,27.02,29.15,9.13
23496,0.15,3.86,112,16.86,17.92,4.55
23497,3.47,44.13,2561,192.64,216.9,103.96
23498,2.22,60.94,1644,266.03,281.61,66.74
23499,1.78,12.05,1315,52.61,65.07,53.38
23500,2.21,16.69,1631,72.88,88.32,66.21
23501,2.47,26.78,1823,116.9,134.17,74.01
23502,0.97,10.87,714,47.45,54.21,28.99
23503,4.93,12.74,3646,55.61,90.14,148.01
23504,2.62,13.81,1934,60.29,78.61,78.51
23505,1.63,19.54,1207,85.32,96.76,49.0
23506,3.72,54.89,2747,239.64,265.66,111.52
23507,3.9,87.43,2884,381.7,409.01,117.08
23508,3.56,59.84,2631,261.25,286.17,106.81
23509,1.44,60.29,1065,263.21,273.3,43.23
23510,3.41,77.68,2522,339.11,363.0,102.38
23511,0.78,14.35,573,62.65,68.08,23.26
23512,0.68,25.93,501,113.2,117.95,20.34
23513,0.77,23.61,566,103.09,108.45,22.98
23514,0.65,16.52,478,72.13,76.66,19.4
23515,0.78,23.35,579,101.96,107.44,23.5
23516,0.4,14.55,297,63.52,66.34,12.06
23517,0.45,11.94,334,52.11,55.28,13.56
23518,0.49,19.36,362,84.5,87.93,14.7
23519,0.3,19.44,224,84.88,87.0,9.09
23520,0.23,12.31,168,53.76,55.35,6.82
23521,0.56,35.99,413,157.1,161.01,16.77
23522,0.48,29.46,354,128.61,131.96,14.37
23523,0.49,19.44,360,84.87,88.28,14.61
23524,0.65,21.43,481,93.55,98.1,19.53
23525,0.79,27.53,583,120.18,125.7,23.67
23526,1.37,21.57,1012,94.16,103.74,41.08
23527,0.57,20.09,421,87.7,91.69,17.09
23528,0.65,25.4,479,110.89,115.43,19.45
23529,0.86,46.22,637,201.79,207.83,25.86
23530,1.44,25.44,1062,111.04,121.1,43.11
23531,1.32,24.64,979,107.55,116.83,39.74
23532,0.28,21.25,210,92.76,94.75,8.53
23533,0.29,13.84,215,60.41,62.45,8.73
23534,1.88,15.79,1388,68.93,82.07,56.35
23535,1.8,15.97,1329,69.71,82.3,53.95
23536,0.85,24.09,626,105.15,111.08,25.41
23537,0.15,4.47,111,19.53,20.58,4.51
23538,0.45,37.22,332,162.48,165.62,13.48
23539,0.33,14.28,247,62.35,64.69,10.03
23540,0.2,31.59,150,137.9,139.33,6.09
23541,1.18,17.41,872,76.02,84.28,35.4
23542,0.68,16.95,506,73.98,78.77,20.54
23543,1.67,69.75,1237,304.5,316.22,50.22
23544,0.22,25.02,164,109.24,110.79,6.66
23545,3.36,21.0,2480,91.67,115.16,100.68
23546,4.43,6.91,3275,30.18,61.2,132.95
23547,2.13,3.18,1575,13.86,28.78,63.94
23548,1.45,0.0,1075,0.0,10.18,43.64
23549,1.77,4.48,1305,19.57,31.93,52.98
23550,2.51,22.72,1855,99.17,116.74,75.3
23551,2.49,13.98,1843,61.02,78.48,74.82
23552,2.52,56.85,1864,248.2,265.85,75.67
23553,0.77,38.48,569,167.99,173.38,23.1
23554,0.57,38.84,424,169.55,173.56,17.21
23555,0.57,40.63,424,177.38,181.39,17.21
23556,0.59,39.9,439,174.17,178.32,17.82
23557,0.47,52.76,350,230.3,233.62,14.21
23558,0.57,40.3,418,175.94,179.89,16.97
23559,0.88,10.57,652,46.15,52.32,26.47
23560,0.23,11.26,173,49.14,50.78,7.02
23561,0.23,14.79,170,64.57,66.18,6.9
23562,0.34,8.86,253,38.66,41.06,10.27
23564,0.87,17.42,644,76.03,82.13,26.14
23565,0.55,7.81,410,34.09,37.97,16.64
23566,1.19,22.14,883,96.67,105.04,35.85
23567,0.29,5.99,211,26.13,28.13,8.57
23568,0.85,28.51,630,124.47,130.44,25.58
23569,1.3,8.31,961,36.26,45.36,39.01
23570,3.76,30.74,2782,134.2,160.55,112.94
23571,3.87,31.02,2859,135.4,162.48,116.06
23574,0.02,0.0,14,0.0,0.13,0.57
23575,0.24,8.17,179,35.65,37.34,7.27
23576,0.27,7.75,198,33.85,35.72,8.04
23578,0.08,3.05,60,13.31,13.88,2.44
23579,0.23,8.07,171,35.23,36.85,6.94
23580,0.16,3.34,117,14.57,15.68,4.75
23581,6.81,29.25,5035,127.71,175.4,204.4
23582,6.52,94.09,4815,410.76,456.37,195.47
23583,4.59,21.72,3395,94.8,126.96,137.82
23597,0.34,15.89,251,69.39,71.76,10.19
23598,0.58,15.99,428,69.8,73.85,17.37
23603,0.03,0.51,20,2.24,2.43,0.81
23611,0.05,2.37,40,10.33,10.71,1.62
23613,0.01,0.98,11,4.29,4.4,0.45
23614,0.04,2.2,26,9.62,9.86,1.06
23626,0.06,3.57,43,15.6,16.0,1.75
23629,0.03,2.55,24,11.12,11.35,0.97
23632,0.02,0.97,15,4.24,4.38,0.61
23637,0.01,0.67,11,2.91,3.01,0.45
23660,0.41,5.14,306,22.45,25.35,12.42
23661,0.3,4.94,219,21.58,23.65,8.89
23681,2.13,23.71,1577,103.52,118.45,64.02
23691,1.59,28.73,1175,125.43,136.56,47.7
23692,0.07,0.0,50,0.0,0.47,2.03
23694,0.51,11.32,376,49.4,52.96,15.26
23695,1.04,12.89,765,56.27,63.52,31.06
23697,0.62,13.23,456,57.76,62.08,18.51
35001B,0.02,1.94,17,8.47,8.63,0.69
35001G,1.03,14.57,760,63.6,70.8,30.85
35001W,1.32,13.84,973,60.41,69.62,39.5
35004B,2.03,8.7,1500,37.99,52.19,60.89
35004C,4.44,18.46,3284,80.59,111.7,133.32
35004G,0.49,6.53,363,28.49,31.93,14.74
35004P,0.16,3.12,120,13.62,14.76,4.87
35004S,0.2,6.97,145,30.42,31.8,5.89
35004c,0.04,0.28,27,1.21,1.46,1.1
35015,2.8,45.29,2072,197.73,217.35,84.11
35051B,0.02,1.41,14,6.17,6.31,0.57
35071,0.07,8.67,50,37.84,38.32,2.03
35085E,0.05,2.06,39,9.0,9.37,1.58
35095A,2.45,39.29,1813,171.51,188.68,73.6
35095B,2.66,38.3,1964,167.2,185.8,79.73
35096A,1.05,74.77,777,326.42,333.78,31.54
35096B,0.4,26.68,295,116.45,119.25,11.98
